win	sum	count	div_perbp	chromo
24.0	732.357940516112	563481	0.001299702990014059	7
25.0	548.3239070955337	432579	0.0012675694083520784	7
26.0	611.7836788356092	568999	0.0010751928893295228	7
27.0	467.05720218106745	531473	0.0008787976100028928	7
0.0	844.9761302822305	498191	0.0016960887095154881	8
1.0	650.4053425081756	371705	0.0017497890598947435	8
2.0	785.5761993578861	344514	0.0022802446326067624	8
3.0	946.2082710603713	426518	0.0022184486259908638	8
4.0	656.8862973419475	427476	0.0015366624028996891	8
5.0	942.1905338742187	309734	0.003041934478856757	8
6.0	440.3700447198825	197369	0.002231201681722472	8
7.0	208.9575711875752	78465	0.002663067242561336	8
8.0	522.4873046166157	260115	0.0020086781024416726	8
9.0	612.1185650966038	193848	0.00315772442891649	8
10.0	627.4935759260335	161229	0.0038919398862861734	8
11.0	590.1020616529757	223178	0.002644087058997642	8
12.0	256.6734833743673	214985	0.0011939134515169306	8
13.0	430.31192072089124	262939	0.0016365465781831194	8
14.0	272.8330290490707	168764	0.0016166541978684477	8
15.0	468.8210938886203	303600	0.0015442065016094213	8
16.0	986.4654661327476	472481	0.0020878415558144084	8
17.0	271.543923620214	175606	0.001546324861452422	8
18.0	483.45953017911546	229275	0.0021086447723437595	8
19.0	628.7853172358726	273225	0.0023013462063715714	8
20.0	750.9909163574022	426870	0.001759296545452719	8
21.0	1348.230305547574	517101	0.0026072862082022158	8
22.0	713.1855141038202	591484	0.0012057562235053192	8
23.0	647.85990374147	505017	0.001282847713525426	8
24.0	373.5807104310189	450122	0.0008299543466682785	8
25.0	478.5876674817787	578553	0.0008272149094063616	8
26.0	691.7060048544408	487455	0.0014190150985310252	8
27.0	918.0761468671847	509580	0.0018016330053518283	8
28.0	881.8294590725862	468759	0.0018812000603136926	8
29.0	659.4305108096727	535326	0.0012318297837386428	8
30.0	176.76502590443636	180279	0.0009805081340834836	8
0.0	834.7630285254032	470339	0.0017748114201148603	9
1.0	695.215493878564	419342	0.0016578723187244872	9
2.0	697.0801675864625	399771	0.001743698686464157	9
3.0	631.228268469571	377861	0.0016705303497041796	9
4.0	583.2649724349737	330455	0.0017650360031924884	9
5.0	925.0901128226649	330199	0.0028016139141022987	9
6.0	973.6290885428095	318135	0.0030604274554601333	9
7.0	835.1321100715141	302078	0.0027646240708410217	9
8.0	599.0528027242576	291047	0.0020582682615668865	9
9.0	1036.7983294962796	239025	0.004337614598875764	9
10.0	1092.0104132687616	397001	0.0027506490242310763	9
11.0	474.9066404694447	291171	0.0016310231460875042	9
12.0	643.3262747202181	442621	0.0014534472488205894	9
13.0	904.8275332499887	606099	0.0014928708564937226	9
14.0	944.8158140523652	512058	0.0018451343676934356	9
15.0	737.6293184268918	486065	0.0015175528343470356	9
16.0	756.0286028622284	604067	0.0012515641524238675	9
17.0	740.9908884550283	654423	0.0011322812438667779	9
18.0	713.0116553276373	571909	0.0012467222151210022	9
19.0	933.2882404696354	658847	0.0014165477576275453	9
20.0	662.9746227035449	586085	0.0011311919306986956	9
21.0	469.4177612974273	449024	0.0010454179760935435	9
0.0	620.2066644361685	285356	0.002173448830359861	10
1.0	921.1979533018755	248712	0.0037038741729465223	10
2.0	897.1433887149246	345110	0.002599586765712163	10
3.0	973.5444533657945	298267	0.0032640032365826408	10
4.0	719.1970934981861	271635	0.0026476598873421543	10
5.0	827.7991345780055	316694	0.002613876911397139	10
6.0	988.5126049624766	364926	0.0027088028941825923	10
7.0	829.2847580388292	279506	0.00296696585418141	10
8.0	747.2245013305777	369514	0.0020221818424486695	10
9.0	497.5961440386448	271414	0.0018333473735276913	10
10.0	569.8731750230303	230580	0.0024714770362695387	10
11.0	374.94755012991783	374524	0.001001130902505361	10
12.0	628.0375196132411	406589	0.0015446495591696801	10
13.0	386.0118977950454	288580	0.0013376252609156748	10
14.0	333.36740701179286	298961	0.0011150866066536869	10
15.0	431.56849483810515	383100	0.0011265165618326942	10
16.0	339.1211488895079	445647	0.0007609636077198048	10
17.0	600.3790282784805	481799	0.0012461192909874875	10
18.0	897.6765730896295	551914	0.0016264790766127141	10
19.0	510.56748272036396	512410	0.0009964042128771178	10
20.0	622.5146936838556	625551	0.0009951461890139344	10
21.0	603.2057552634709	575878	0.0010474540705904217	10
22.0	68.6484317576913	103955	0.0006603668102322283	10
0.0	708.9908808276325	296303	0.0023927900859175657	11
1.0	632.2606565867313	441214	0.0014330022542048332	11
2.0	701.3508901812595	489707	0.0014321847353238968	11
3.0	653.3797312064241	469384	0.0013919940415660188	11
4.0	655.398609984763	417771	0.0015687987198363769	11
5.0	625.9746653788827	380076	0.0016469723565257547	11
6.0	721.9812940816051	465697	0.001550324125089071	11
7.0	811.9419877142504	295062	0.0027517673835134667	11
8.0	299.7315795192376	184164	0.001627525355222723	11
9.0	796.6616141450709	339431	0.002347050252172226	11
10.0	524.584433692675	242583	0.0021624946253145315	11
11.0	620.6654150809484	287279	0.002160496991012042	11
12.0	713.370789145593	233604	0.003053761019270188	11
13.0	633.5382177791419	248773	0.002546651838339136	11
14.0	1042.9935460480726	262541	0.003972688250780155	11
15.0	819.6230765824924	352189	0.0023272250881841636	11
16.0	1099.4892339108148	452901	0.002427659099694668	11
17.0	766.0962282801886	242668	0.0031569726057007457	11
18.0	870.6621949897409	318720	0.0027317463447218276	11
19.0	564.3131013128008	240145	0.002349884866696374	11
20.0	592.5346747422889	190658	0.0031078406085361687	11
21.0	731.1805524242939	200439	0.003647895631210961	11
22.0	577.7838395966321	177438	0.003256257620107486	11
23.0	36.978501986660014	17234	0.002145671462612279	11
0.0	510.9517850108428	258172	0.00197911386599183	12
1.0	506.43187874760144	319080	0.0015871627138886845	12
2.0	520.1121339287085	436089	0.0011926742796280314	12
3.0	903.6666643585869	565802	0.0015971429304926226	12
4.0	509.09103031546994	485087	0.0010494839695054082	12
5.0	403.11001985077434	310653	0.0012976215257884981	12
6.0	508.6723429763244	361944	0.001405389626506654	12
7.0	830.4288503084355	371164	0.0022373636729543693	12
8.0	850.8055987273251	313796	0.0027113334737451245	12
9.0	798.2658834066822	282576	0.0028249599520365574	12
10.0	900.5986868841569	332206	0.002710964542736004	12
11.0	596.1446321201856	202967	0.0029371505324520025	12
12.0	526.8081969766394	212194	0.0024826724458591634	12
13.0	1150.9265240328334	298845	0.0038512490556403267	12
14.0	1032.0390549553313	306145	0.003371079243349822	12
15.0	856.1040949965216	333380	0.0025679527716015406	12
16.0	668.4283256119663	329341	0.002029593417193627	12
17.0	679.606182148616	241257	0.002816938709130164	12
18.0	905.117872934726	423300	0.002138242081112039	12
19.0	703.1723061148857	490957	0.0014322482541544081	12
20.0	422.9730503934109	443779	0.0009531164169404386	12
21.0	554.5220439434331	497275	0.0011151215000622054	12
22.0	717.3943406824663	505080	0.0014203578456530972	12
23.0	36.051968152189914	35663	0.0010109067703835885	12
